Unit Name,Market Rent,Default Deposit,Sqft,Bedrooms,Bathrooms,Tags,Revenue,Description
CV 1-K,"3,600.00","3,600.00","1,111",3,2.00,Platinum,Yes,"Floorplan 24R
Remodeled
LVT
New cabinetry
New furnishing 23-24
Nook in loft"
CV 1-L,"3,250.00","3,250.00",865,3,1.00,Platinum,Yes,"Floorplan 19R
Remodeled
LVT
New cabinetry
New furnishing 23-24
Nook in loft"
CV 1-M,"3,250.00","3,250.00",865,3,1.00,Silver,Yes,"Floorplan 17R
Remodeled
LVT
New cabinetry
New furnishing 23-24
Nook in Loft
Nook in bottom of stairs"
CV 1-N,"2,590.00","2,590.00",764,2,2.00,Style A,Yes,"Floorplan 9
Balcony/octagon
Remodeled w/ LVT-2018
New cabinetry
New furnishing 23-24"
CV 1-O,"4,500.00","4,500.00",970,4,2.00,Platinum,Yes,"Multilevel
Floorplan 41
Remodeled
LVT
New cabinetry
New furnishing 23-24
Private entrance"
CV 1-P,"2,395.00","2,395.00",616,2,1.00,"Platinum, Style D",Yes,"Floorplan 4R
2nd floor, smaller bathroom
Flooring - 2018
Remodel - 2019
New cabinetry
New furnishing 23-24"
CV 1-Q,"2,590.00","2,590.00",764,2,2.00,"Silver, Style D",Yes,"Floorplan 13
balcony/rectangle bay window
LVT - 2018 
Remodeled
New cabinetry
New furnishing 23-24
"
CV 1-R,"2,395.00","2,395.00",616,2,1.00,"Platinum, Style C",Yes,"Floorplan 3
Multilevel
1st floor, larger bathroom with closet
Remodeled 2019
LVT
New cabinetry
New furnishing 23-24"
CV 2-A,"4,500.00","4,500.00",970,4,2.00,Platinum,Yes,"Floorplan 41
Multilevel
Remodeled
LVT
New cabinetry
New furnishing 2022
Private entrance"
CV 2-B,"4,500.00","4,500.00",970,4,2.00,Platinum,Yes,"Floorplan 40
Multilevel
Remodeled
LVT
New cabinetry
New furnishing 2022
Private entrance"
CV 2-C,"2,590.00","2,590.00",764,2,2.00,"Platinum, Style C",Yes,"Floorplan 12
Bay Window
Remodeled 2017
LVT-2021
New cabinetry
New furnishing 2022"
CV 2-D,"2,590.00","2,590.00",764,2,2.00,"Platinum, Style B",Yes,"Floorplan 10
Patio
Remodeled with LVT 2016
New cabinetry
New furnishing 2022"
CV 2-E,"4,500.00","4,500.00",970,4,2.00,Platinum,Yes,"Floorplan 40R
Multilevel
Remodeled
LVT
New cabinetry
New furnishing 2022"
CV 2-F,"4,500.00","4,500.00",970,4,2.00,Platinum,Yes,"Floorplan 41
Multilevel
Remodeled
LVT
New cabinetry
New furnishing 2022
Private entrance"
CV 2-G,"2,590.00","2,590.00",764,2,2.00,"Platinum, Style A",Yes,"Floorplan 9
Balcony
Remodeled w/ LVT 2018
New cabinetry
New furnishing 2022"
CV 2-H,"2,590.00","2,590.00",764,2,2.00,"Platinum, Style C",Yes,"Floorplan 12
Bay window
Remodeled 2017 
LVT 2021
New cabinetry
New furnishing 2022"
CV 2-I,"3,250.00","3,250.00",865,3,1.00,Platinum,Yes,"Floorplan 20
Remodeled
LVT
New cabinetry
New furnishing 2022
Window in loft"
CV 2-J,"3,250.00","3,250.00",865,3,1.00,Silver,Yes,"Floorplan 22R
Remodeled
LVT
New cabinetry
New furnishing 2022"
CV 2-K,"3,600.00","3,600.00","1,111",3,2.00,Silver,Yes,"Floorplan 24
Remodeled
LVT
New cabinetry
New furnishing 2022
Nook in loft"
CV 2-L,"3,600.00","3,600.00","1,111",3,2.00,Platinum,Yes,"Floorplan 25
Remodeled
LVT
New cabinetry
New furnishing 2022
Living room bay window"
CV 2-M,"3,250.00","3,250.00",865,3,1.00,Silver,Yes,"Floorplan 21
Remodeled
LVT
New cabinetry
New furnishing 2022
Window in loft"
CV 2-N,"3,250.00","3,250.00",865,3,1.00,"Silver, Style B",Yes,"Floorplan 18
Remodeled
LVT
New cabinetry
New furnishing 2022
Pantry by stairs
2 closets in loft"
CV 2-O,"3,250.00","3,250.00",865,3,1.00,Platinum,Yes,"Floorplan 23
Remodeled
LVT
New cabinetry
New furnishing 2022
Only 3/1 Flat
Entrance through mailroom
Private entrance"
CV 9-A,"2,395.00","2,395.00",616,2,1.00,"Silver, Style F",Yes,"Floorplan 5
Remodeled
LVT
New cabinetry
Patio"
CV 9-B,"4,500.00","4,500.00",970,4,2.00,Platinum,Yes,"Floorplan 40
Multilevel
Remodeled
LVT
New cabinetry
Private entrance"
CV 9-C,"2,590.00","2,590.00",764,2,2.00,Platinum,Yes,"Floorplan 13
LVT 2018
Remodeled 2019
New cabinetry
Bay window
Patio"
CV 9-D,"2,395.00","2,395.00",616,2,1.00,"Silver, Style B",Yes,"Floorplan 2
Remodeled
LVT
New cabinetry
Larger bathroom with closet"
CV 9-E,"2,590.00","2,590.00",764,2,2.00,"Platinum, Style A",Yes,"Floorplan 9
Remodeled w/ LVT - 2018
New cabinetry
Patio
Bay window
"
CV 9-F,"3,250.00","3,250.00",895,3,1.00,"Silver, Style D",Yes,"Floorplan 20
Remodeled
LVT
New cabinetry
Window in loft"
CV 9-G,"3,250.00","3,250.00",895,3,1.00,Platinum,Yes,"Floorplan 22
Remodeled
LVT
New cabinetry"
CV 9-H,"3,600.00","3,600.00","1,111",3,2.00,Platinum,Yes,"Floorplan 28
Remodeled
LVT
New cabinetry
Nook in loft"
CV 9-I,"3,600.00","3,600.00","1,111",3,2.00,Platinum,Yes,"Floorplan 25
Remodeled
LVT
New cabinetry
Bay window"
CV 9-J,"3,250.00","3,250.00",895,3,1.00,Silver,Yes,"Floorplan 18
Remodeled
LVT
New cabinetry
Pantry by stairs
2 closets in loft"
CV 9-K,"3,250.00","3,250.00",895,3,1.00,Platinum,Yes,"Floorplan 21
Remodeled
LVT
New cabinetry
Window in loft"
CV 9-L,"2,590.00","2,590.00",764,2,2.00,"Silver, Style C",Yes,"Floorplan 12
Remodeled
LVT
New cabinetry
Bay Window"
CV 9-M,"4,500.00","4,500.00",970,4,2.00,Platinum,Yes,"Floorplan 40R
Multilevel
Remodeled
LVT
New cabinetry"
CV 9-N,"2,395.00","2,395.00",616,2,1.00,"Platinum, Style B",Yes,"Floorplan 2
Remodeled
LVT
New cabinetry
Larger bathroom with closet"
CV 9-O,"2,395.00","2,395.00",,2,1.00,"Silver, Style F",Yes,"Floorplan 5
Remodeled
LVT
New cabinetry
Patio"
CV 9-P,"2,590.00","2,590.00",764,2,2.00,"Platinum, Style B",Yes,"Floorplan 10
Remodeled 2017
LVT - 2021
New cabinetry
Patio"
CV 10-A,"2,590.00","2,590.00",764,2,2.00,Platinum,Yes,"Floorplan 12
Bay Window
Remodeled w/ LVT - 2016
New cabinetry
New furnishing 23-24"
CV 10-B,"4,500.00","4,500.00",970,4,2.00,Silver,Yes,
CV 10-C,"4,500.00","4,500.00",970,4,2.00,Platinum,Yes,"4 bed / 2 bath
Floorplan 38
Multilevel
First Floor: 1 Bed, 1 Bath
Second Floor: 3 Bed, 1 Bath
Remodeled
LVT
New cabinetry
New furnishing 23-24
Private entrance"
CV 10-D,"2,590.00","2,590.00",764,2,2.00,Platinum,Yes,"Floorplan 10
Patio
Remodeled w/ LVT 2018
New cabinetry
New furnishing 23-24
"
CV 10-E,"4,500.00","4,500.00",970,4,2.00,Platinum,Yes,"4 bed / 2 bath
Multilevel
Floorplan 38
First Floor: 1 Bed, 1 Bath
Second Floor: 3 Bed, 1 Bath
Remodeled
LVT
New cabinetry
New furnishing
Private entrance
Patio"
CV 10-F,"4,500.00","4,500.00",970,4,2.00,Platinum,Yes,"4/2
Multilevel
Floorplan 39
Remodeled
LVT
New cabinetry
New furnishing
private entrance
Living room bay
Bedroom bay"
CV 10-G,"2,590.00","2,590.00",764,2,2.00,Platinum,Yes,"Floorplan 9
Balcony/Octagon
Remodeled - 2019
LVT
New cabinetry
New furnishing 23-24
"
CV 10-H,"2,590.00","2,590.00",764,2,2.00,"Platinum, Style C",Yes,"Floorplan 12
New cabinetry
Bay Window
Remodeled w/ LVT 2016
New furnishing 23-24"
CV 10-I,"3,250.00","3,250.00",865,3,1.00,Platinum,Yes,"Floorplan 17
LVT - 2021
Remodeled
New cabinetry
New furnishing 23-24
Nook in loft
Nook at the bottom of stairs"
CV 10-J,"3,250.00","3,250.00",865,3,1.00,"Silver, Style C",Yes,"Floorplan 19
Remodeled
LVT 2021
New cabinetry
New furnishing 23-24
Nook in loft
Closet at the bottom of the stairs
Balcony off bedroom"
CV 10-K,"3,600.00","3,600.00","1,111",3,2.00,Platinum,Yes,"Floorplan 24
Remodeled
LVT 2021
New cabinetry
New furnishing 23-24
Nook in loft"
CV 10-L,"3,600.00","3,600.00","1,111",3,2.00,Platinum,Yes,"Floorplan 25
Remodeled
LVT 2021
New cabinetry
New furnishing 23-24
Living room bay window"
CV 10-M,"3,250.00","3,250.00",865,3,1.00,Platinum,Yes,"Floorplan 19
Remodeled
LVT 2021
New cabinetry
New furnishing 23-24
Nook in loft
Closet at bottom of stairs"
CV 10-N,"3,250.00","3,250.00",865,3,1.00,Platinum,Yes,"Floorplan 17
Remodeled
LVT 2021
New cabinetry
New furnishing 23-24
Nook in loft
Nook at bottom of stairs"
CV 110-A,"2,395.00","2,395.00",616,2,1.00,Silver,Yes,"Floorplan 2
1st floor larger bathroom with closet
remodeled
LVT
New cabinetry"
CV 110-B,"2,395.00","2,395.00",616,2,1.00,Silver,Yes,"Floorplan 2R
Larger bathroom with closet
Remodeled
LVT
New cabinetry"
CV 110-C,"2,590.00","2,590.00",764,2,2.00,"Platinum, Style F",Yes,"Floorplan 15
Detached bathrooms
Remodeled with LVT 2018
New cabinetry"
CV 110-D,"2,590.00","2,590.00",764,2,2.00,"Platinum, Style E",Yes,"Floorplan 15
Detached bathrooms
Remodeled 2017
LVT 2020
New cabinetry"
CV 110-E,"2,395.00","2,395.00",616,2,1.00,"Silver, Style D",Yes,"Floorplan 4
1st floor bigger bathroom
Remodeled
LVT
New cabinetry"
CV 110-F,"2,395.00","2,395.00",616,2,1.00,"Platinum, Style B",Yes,"Floorplan 2R
Larger bathroom with closet
Remodeled
LVT
New cabinetry"
CV 110-G,"2,590.00","2,590.00",764,2,2.00,"Platinum, Style E",Yes,"Floorplan 15
Detached bathrooms
Remodeled w/LVT 2017
New cabinetry"
CV 110-H,"2,590.00","2,590.00",764,2,2.00,Platinum,Yes,"Floorplan 15
Detached bathrooms
Remodeled w/ LVT 2016
New cabinetry"
CV 110-I,"3,250.00","3,250.00",895,3,1.00,"Silver, Style D",Yes,"Floorplan 20
Remodeled
LVT
New cabinetry"
CV 110-J,"3,250.00","3,250.00",895,3,1.00,Platinum,Yes,"Floorplan 20R
Remodeled
LVT
New cabinetry"
CV 110-K,"3,600.00","3,600.00","1,111",3,2.00,Platinum,Yes,"Floorplan 27
Remodeled
LVT
New cabinetry
Pantry in kitchen"
CV 110-L,"3,600.00","3,600.00","1,111",3,2.00,Silver,Yes,"Floorplan 26
Remodeled
LVT
New cabinetry
Nook in loft"
CV 111-A,"4,500.00","4,500.00",970,4,2.00,Platinum,Yes,"Floorplan 41
Multilevel
Remodeled
LVT
New cabinetry
New furnishing 23-24
Private entrance"
CV 111-B,"4,500.00","4,500.00",970,4,2.00,Silver,Yes,"Floorplan 38
Multilevel
First Floor: 1 Bed, 1 Bath
Second Floor: 3 Bed, 1 Bath
Remodeled
LVT
New cabinetry
New furnishing 23-24
Private entrance"
CV 111-C,"2,590.00","2,590.00",764,2,2.00,"Platinum, Style F",Yes,"Floorplan 15
Remodel w/ LVT 2018
New cabinetry
New furnishing 23-24"
CV 111-D,"2,590.00","2,590.00",764,2,2.00,Platinum,Yes,"Floorplan 15
Remodeled
LVT
New cabinetry
New furnishing 23-24"
CV 111-E,"2,590.00","2,590.00",764,2,2.00,Platinum,Yes,"Floorplan 15
Detached bathrooms
Remodeled w/ LVT - 2018
New cabinetry
New furnishing 23-24"
CV 111-F,"2,590.00","2,590.00",764,2,2.00,Platinum,Yes,"Floorplan 15
detached bathrooms
Remodeled 2017
LVT 2021
New cabinetry
New furnishing 23-24"
CV 111-G,"3,250.00","3,250.00",865,3,1.00,Silver,Yes,"Floorplan 20
Remodeled
LVT
New cabinetry
New furnishing 23-24"
CV 111-H,"3,250.00","3,250.00",865,3,1.00,Platinum,Yes,"Floorplan 20
Remodeled
LVT
New cabinetry
New furnishing 23-24"
CV 111-I,"3,600.00","3,600.00","1,111",3,2.00,Silver,Yes,"Floorplan 27
Remodeled
LVT
New cabinetry
New furnishing 23-24"
CV 111-J,"3,600.00","3,600.00","1,111",3,2.00,Silver,Yes,"Floorplan 26
Remodeled
LVT
New cabinetry
New furnishing 23-24
Nook in loft"
CV 118-A,"2,590.00","2,590.00",764,2,2.00,"Platinum, Style B",Yes,"Floorplan 10
New cabinetry
Remodeled w/LVT in 2016 
Patio"
CV 118-B,"2,395.00","2,395.00",616,2,1.00,"Platinum, Style C",Yes,"Floorplan 3
Remodeled
LVT
New cabinetry
1st floor larger bathroom with closet
Patio"
CV 118-C,"2,395.00","2,395.00",616,2,1.00,"Platinum, Style C",Yes,"Floorplan 3
Remodeled 2017
LVT 2021
New cabinetry
1st floor has larger bathroom
Patio
"
CV 118-D,"2,590.00","2,590.00",764,2,2.00,"Platinum, Style C",Yes,"Floorplan 12R
Bay Window 
Remodeled w/ LVT - 2018
New cabinetry"
CV 118-E,"2,395.00","2,395.00",616,2,1.00,Silver,Yes,"Floorplan 4
Remodeled
LVT
New cabinetry
1st floor has larger bathroom"
CV 118-F,"2,395.00","2,395.00",616,2,1.00,Silver,Yes,"Floorplan 4
Remodeled
LVT
New cabinetry
1st floor has larger bathroom"
CV 118-G,"3,250.00","3,250.00",895,3,1.00,Platinum,Yes,"Floorplan 17
Remodeled
LVT
New cabinetry
Nook in loft
Nook at bottom of stairs"
CV 118-H,"3,250.00","3,250.00",895,3,1.00,"Silver, Style C",Yes,"Floorplan 19
Remodeled
LVT
New cabinetry
Nook in loft"
CV 118-I,"3,600.00","3,600.00","1,111",3,2.00,Platinum,Yes,"Floorplan 25
Remodeled
LVT
New cabinetry
Bay window"
CV 118-J,"3,600.00","3,600.00","1,111",3,2.00,Silver,Yes,"Floorplan 24R
Remodeled
LVT
New cabinetry
Nook in loft"
CV 118-K,"3,250.00","3,250.00",895,3,1.00,Platinum,Yes,"Floorplan 3
Remodeled
LVT
New cabinetry
Nook in loft"
CV 118-L,"3,250.00","3,250.00",895,3,1.00,Silver,Yes,"Floorplan 17
Remodeled
LVT
New cabinetry
Nook in loft
Nook at bottom of stairs"
CV 118-M,"2,590.00","2,590.00",764,2,2.00,Platinum,Yes,"Floorplan 9
Balcony
Remodeled 2016
LVT - 2021
New cabinetry"
CV 118-N,"2,590.00","2,590.00",764,2,2.00,Platinum,Yes,"Floorplan 13
Balcony
Bay window
Remodeled 2017
LVT 2021
New cabinetry"
CV 118-O,"4,500.00","4,500.00",970,4,2.00,Platinum,Yes,"4 bed / 2 bath
Multilevel
First Floor: 1 Bed, 1 Bath
Second Floor: 3 Bed, 1 Bath
Remodeled
LVT
New cabinetry
Protruded wall in Bed #3
Private entrance
Living room bay window
Bedroom bay window"
CV 118-P,"4,500.00","4,500.00",970,4,2.00,Platinum,Yes,"Floorplan 38
Multilevel
First Floor: 1 Bed, 1 Bath
Second Floor: 3 Bed, 1 Bath
Remodeled
LVT
New cabinetry
Private entrance"
CV 1002-A,"2,345.00","2,345.00",616,2,1.00,"Silver, Style H",Yes,"Floorplan 7R
Lower Level
Remodeled
LVT
New cabinetry
New furnishing 23-24"
CV 1002-B,"2,540.00","2,540.00",764,2,2.00,"Platinum, Style C",Yes,"Floorplan 12R
Lower level
Remodeled w/ LVT 2017
New cabinetry
New furnishing 23-24
Living room bay window"
CV 1002-C,"2,345.00","2,345.00",616,2,1.00,"Silver, Style G",Yes,"Floorplan 7
Lower Level
Remodeled
LVT
New cabinetry
New furnishing 23-24"
CV 1002-D,"4,500.00","4,500.00",970,4,2.00,Platinum,Yes,"Floorplan 40
Multilevel
Remodeled
LVT
New cabinetry
New furnishing 23-24
Private entrance"
CV 1002-E,"2,395.00","2,395.00",616,2,1.00,"Platinum, Style C",Yes,"Floorplan 3
1st floor, larger bathroom with closet
Remodel w/ LVT 2019
New cabinetry
New furnishing 23-24
Patio"
CV 1002-F,"2,590.00","2,590.00",764,2,2.00,Platinum,Yes,"Floorplan 10
Patio
Remodeled w/ LVT 2016
New cabinetry
New furnishing 23-24"
CV 1002-G,"2,395.00","2,395.00",616,2,1.00,"Platinum, Style B",Yes,"Floorplan 2
Larger bathroom with closet
Remodeled
LVT
New cabinetry
New furnishing 23-24"
CV 1002-H,"2,590.00","2,590.00",764,2,2.00,"Platinum, Style C",Yes,"Floorplan 12
Bay window
Remodeled w/LVT 2017
New cabinetry
New furnishing 23-24"
CV 1002-I,"3,250.00","3,250.00",865,3,1.00,Platinum,Yes,"Floorplan 21
Remodeled
LVT
New cabinetry
New furnishing 23-24
Loft window"
CV 1002-J,"3,250.00","3,250.00",865,3,1.00,Platinum,Yes,"Floorplan 18
Remodeled
LVT
New cabinetry
New furnishing 23-24
Pantry by stairs
2 closets in loft"
